person_age,person_income,person_emp_length,name,cb_person_default_on_file,cb_person_cred_hist_length,person_id
23,31200,2.0,Michael Silva,N,3,3816
24,31609,4.0,Michelle Mitchell,Y,4,3817
26,38400,0.0,Daniel Riley,N,4,3818
21,32400,3.0,Katelyn Powell,Y,4,3819
22,32000,0.0,John Hahn,N,4,3820
23,38400,5.0,Bernard Smith,N,3,3821
25,32000,1.0,Bryan Smith,N,4,3822
24,32000,2.0,Valerie Johnson,N,3,3823
23,32000,0.0,Jeffery Elliott,N,4,3824
26,32400,9.0,Nathaniel Benjamin,N,2,3825
25,32400,6.0,Amy James,N,2,3826
24,32500,5.0,Michael Gomez,Y,3,3827
23,32535,6.0,Nicole Ford,N,2,3828
24,38400,0.0,Vincent Howard,Y,2,3829
23,38400,7.0,Nicole Shelton,Y,3,3830
25,32640,4.0,Katherine Smith,Y,4,3831
21,38400,0.0,Mary Hunter,N,2,3832
23,32993,6.0,Shawn Barton,N,4,3833
22,38423,6.0,Julie Mcdonald,N,3,3834
24,38450,6.0,Melinda Cruz,N,4,3835
22,32484,6.0,Danny York,N,4,3836
23,38492,7.0,Stephanie Bowman,N,4,3837
25,38496,7.0,Kathryn Hale,N,4,3838
26,32496,8.0,Antonio Shaw,N,3,3839
22,33000,5.0,Bridget Howard,N,4,3840
23,33000,3.0,Loretta Anderson,N,4,3841
26,33227,2.0,Vincent Bowen,N,3,3842
21,38500,5.0,Susan Wilson,N,3,3843
23,34000,4.0,Candice Whitaker,N,2,3844
24,38500,5.0,Tammy Barker,N,4,3845
23,38500,2.0,Joseph Weaver,N,2,3846
25,34200,1.0,Sophia Wallace,N,2,3847
23,34500,3.0,Gail Scott,N,4,3848
22,38628,6.0,Julian Bates,N,4,3849
22,34800,0.0,Kevin Dougherty,N,3,3850
22,32644,6.0,Allison Mccoy,Y,4,3851
20,32652,0.0,Brian Le,N,4,3852
23,38667,2.0,Amber Welch,N,4,3853
25,35000,4.0,Scott Franco,Y,2,3854
25,29000,1.0,Jonathan Richard,Y,3,3855
21,29000,0.0,Jennifer Thomas,N,4,3856
25,35000,4.0,Stacey Soto,N,3,3857
25,38880,1.0,Tracy Nichols,N,4,3858
22,29000,5.0,Michelle Dawson,Y,4,3859
24,29000,1.0,Steven Aguirre,N,3,3860
26,38904,1.0,David Davenport,N,2,3861
25,35500,5.0,Kerry Buchanan,N,3,3862
24,39000,8.0,Ashley Russell,N,2,3863
26,30000,3.0,Gerald Thompson,Y,2,3864
22,36000,0.0,Jonathan Blevins,N,3,3865
22,36000,6.0,Jenna Clayton,N,4,3866
22,36000,3.0,Mitchell Fields,N,2,3867
25,36000,2.0,David Gordon,Y,3,3868
22,30000,1.0,Crystal Bright,Y,2,3869
24,36000,0.0,Kaylee Heath,N,4,3870
22,36000,0.0,Peter Petersen,N,4,3871
26,36000,0.0,Michael Flores,N,2,3872
23,36300,0.0,Amy Ortiz,N,2,3873
22,37000,2.0,Donna Silva,N,2,3874
21,37000,0.0,Alexander Humphrey,N,3,3875
21,37200,5.0,William Warner,Y,4,3876
23,38000,3.0,Robin Torres,N,4,3877
22,39000,4.0,Michael Galloway,N,2,3878
25,39000,9.0,Samantha Daugherty,Y,3,3879
22,38400,5.0,Teresa Kim,N,3,3880
23,38400,7.0,Todd Martin,N,2,3881
22,38400,4.0,Stephanie Hopkins,N,2,3882
21,39000,5.0,Shane Norris,N,3,3883
24,38400,4.0,Nathaniel Joseph,N,3,3884
22,32400,4.0,Steven Alvarado,Y,2,3885
25,38400,2.0,Tasha Shields,N,4,3886
23,38850,0.0,Scott Patton,Y,2,3887
25,39000,4.0,Allen Cortez,N,4,3888
24,39000,3.0,Shane Williamson,Y,4,3889
24,39000,3.0,Sandra Francis,N,4,3890
23,39000,3.0,Corey Powell,N,4,3891
26,39000,10.0,Matthew Clayton,N,3,3892
25,39000,9.0,Taylor Kennedy,N,4,3893
26,33000,0.0,Rebecca Lewis,N,2,3894
25,39000,6.0,Christopher Nichols,N,2,3895
22,40000,1.0,John Hale,N,3,3896
23,40000,3.0,Kerri Brown,Y,3,3897
24,40000,3.0,Amanda Mosley,N,2,3898
25,34000,0.0,Christina Ibarra,N,2,3899
23,39000,8.0,James Flynn,N,2,3900
22,39000,6.0,Laura Bray,N,3,3901
21,33000,2.0,Nicholas Moore,N,3,3902
22,40000,2.0,Katherine Lewis,N,2,3903
21,40000,3.0,Jose Wells,N,2,3904
22,40000,2.0,Sheri Novak,N,4,3905
22,40000,0.0,Jordan Long,N,4,3906
26,40200,1.0,Breanna Bush,N,4,3907
23,35000,2.0,James Ford,N,4,3908
23,39000,0.0,Kathryn Beasley,Y,4,3909
23,41004,1.0,Debra Berry,N,4,3910
24,41160,2.0,Sergio Schultz,N,4,3911
24,35200,1.0,Drew Lopez,Y,3,3912
21,42000,4.0,Deborah Bishop,N,3,3913
23,42000,0.0,Tara Lin,N,2,3914
26,33000,1.0,Ryan Price,Y,3,3915
21,36000,5.0,Richard Webster,N,4,3916
23,36000,7.0,Margaret Randall,N,4,3917
23,39120,4.0,Andrew Pratt,N,3,3918
22,39124,6.0,Douglas Hall,N,4,3919
25,33168,9.0,Daniel Henderson,N,4,3920
26,33192,0.0,Alan Newman,N,4,3921
26,36000,2.0,Patrick Fitzpatrick,N,2,3922
22,42000,4.0,Jessica Bush,N,4,3923
22,42000,3.0,Michael Duffy,N,4,3924
23,39216,5.0,Francisco Roy,N,3,3925
23,42000,2.0,Shane Marshall,N,4,3926
22,39300,6.0,Eric Norton,N,4,3927
22,39300,5.0,Tonya Sampson,Y,3,3928
22,42000,0.0,Stanley Peters,N,3,3929
25,42500,0.0,Xavier Johnson,N,3,3930
22,42996,3.0,Brian Townsend,N,4,3931
22,39396,1.0,Ricardo Salazar,N,4,3932
24,43000,8.0,Don Ramirez,N,2,3933
24,39456,8.0,Heather Powers,N,2,3934
23,39456,7.0,Brandon Cervantes,N,3,3935
25,43000,9.0,Janet Jenkins,N,4,3936
26,39600,3.0,Jenny Bryan,N,4,3937
25,45600,2.0,Jesus Barber,N,3,3938
23,39500,3.0,Austin Ali,Y,2,3939
22,41000,7.0,Angela Palmer,N,3,3940
23,47000,3.0,Gregory Wolf,N,4,3941
25,41000,1.0,Andrew Henry,Y,4,3942
22,47004,2.0,Kevin Mcgrath,N,3,3943
23,47004,3.0,Justin Jackson,Y,4,3944
24,47088,8.0,Jacqueline Webb,N,4,3945
22,48000,6.0,Steven Guerra,N,3,3946
22,48000,3.0,Ethan Anderson,N,4,3947
21,39600,5.0,Michelle Berry,N,3,3948
26,48000,3.0,Shawn Bullock,N,2,3949
25,48000,0.0,Leslie Johnson,N,4,3950
25,39600,5.0,Debra Clark,N,4,3951
24,42000,8.0,Michael Thompson,N,2,3952
24,42000,2.0,Natalie Morris,Y,3,3953
25,39600,9.0,John Colon,N,3,3954
23,39600,7.0,Philip Everett,N,3,3955
23,39600,8.0,Eric Young,N,2,3956
26,33660,0.0,Thomas Stanley,N,2,3957
24,44000,1.0,Raymond Barnett,N,2,3958
24,50000,1.0,Sophia Smith,N,2,3959
26,39672,10.0,Keith Hancock,N,4,3960
23,39689,1.0,Elizabeth Doyle,Y,2,3961
23,39700,8.0,Mark Roberts,N,4,3962
24,50000,6.0,Andrew Knight,N,4,3963
24,50000,0.0,Kelly Charles,N,4,3964
25,50000,2.0,Kayla Evans,N,2,3965
23,50000,1.0,Devin Morrow,N,2,3966
23,39800,5.0,Kristen Alvarado,N,3,3967
24,39828,0.0,Lori Estrada,N,4,3968
21,39828,0.0,Jeff Price,N,3,3969
25,50000,6.0,Christy Lewis,N,4,3970
23,50000,3.0,Mark Martin,Y,2,3971
24,50000,1.0,Melissa Johnson,N,3,3972
22,39875,5.0,Bryan Benjamin,N,3,3973
23,50000,4.0,Shelley Gomez,N,3,3974
22,50000,7.0,Robert Gay,N,2,3975
25,50000,3.0,Elijah Long,N,2,3976
22,50004,2.0,Timothy Baker,N,2,3977
24,50004,5.0,Raymond Carrillo,N,2,3978
22,44582,6.0,Jennifer Peters,N,4,3979
26,39990,3.0,Lindsay Stone,Y,2,3980
21,50808,2.0,Robert Mitchell,N,4,3981
22,39996,7.0,Tara Bautista,N,4,3982
24,39996,1.0,Martin Gibbs,N,4,3983
23,50952,0.0,Michael Schneider,Y,4,3984
24,45000,0.0,Erica Vasquez,N,4,3985
23,51600,6.0,Rachel Fernandez,N,3,3986
24,39996,4.0,Evan Mills,Y,3,3987
23,45630,0.0,Amber Kent,Y,3,3988
23,51996,7.0,Jessica Webb,Y,2,3989
24,52000,3.0,Roger Porter,N,3,3990
23,39996,1.0,James Reilly,N,3,3991
24,52000,3.0,James Henry,N,2,3992
25,46392,9.0,Veronica Moon,Y,3,3993
26,52800,1.0,Peter Rogers,N,3,3994
22,53285,0.0,Henry Young,N,4,3995
24,53636,8.0,Brent Villanueva,N,2,3996
23,48000,8.0,Sandra Taylor,N,3,3997
25,54000,2.0,Kevin Robinson,N,2,3998
26,54996,0.0,Sydney Garcia,N,4,3999
22,39996,5.0,Christopher Ross,N,2,4000
23,55000,8.0,Scott Jackson,N,2,4001
26,55000,0.0,Tim Zavala,N,4,4002
21,55000,5.0,Stacie Arroyo,Y,2,4003
23,55000,5.0,Trevor Olson,N,4,4004
23,55000,4.0,Amy Wall,N,2,4005
24,55000,0.0,Barbara Jimenez,N,4,4006
23,56000,7.0,Andre Garcia,Y,4,4007
23,39996,5.0,Maria Watkins,N,3,4008
21,57000,6.0,Robert Gordon,N,4,4009
21,39996,5.0,Brandon Riddle,N,4,4010
22,57000,6.0,Laura Fuentes,N,2,4011
23,57500,1.0,Timothy May,N,2,4012
23,39996,3.0,Leah Turner,N,4,4013
21,39996,6.0,Kristina Weaver,N,2,4014
23,57600,1.0,John Harris,N,2,4015
26,39996,10.0,Nathan Mendoza,Y,3,4016
23,58000,1.0,Kim Webster,N,2,4017
22,58000,5.0,Sherry Foley,N,4,4018
23,58320,4.0,Kenneth Gray,N,2,4019
22,39996,6.0,Teresa Velez,N,3,4020
26,52800,4.0,Jesus Rogers,N,3,4021
25,39996,7.0,Amanda Green,N,4,4022
22,60000,6.0,Debbie Hernandez,N,3,4023
23,60000,7.0,Larry Young,Y,2,4024
23,60000,1.0,Sarah Richardson,N,3,4025
26,54000,0.0,Anthony Wheeler,N,2,4026
22,60000,6.0,Jacqueline Wilkerson,N,3,4027
24,39996,8.0,Michelle Terry,N,4,4028
26,62000,1.0,Alyssa Hall,Y,2,4029
26,39996,10.0,Kristen Hinton,N,3,4030
23,62000,3.0,Garrett Jackson,Y,3,4031
24,56400,0.0,Jose Barnes,Y,2,4032
25,62500,9.0,Hayley Grant,N,3,4033
25,62500,6.0,Nathan Reid,N,3,4034
21,63000,0.0,Jeremy Buchanan,N,3,4035
22,63000,5.0,Tina Bartlett,N,4,4036
23,63500,0.0,Lawrence Mccormick,N,4,4037
22,40000,6.0,Amy Burnett,N,3,4038
22,40000,6.0,Eugene Johnson,N,4,4039
24,65000,0.0,Mitchell Espinoza,N,3,4040
25,65000,3.0,Jackson Howell,N,2,4041
26,40000,10.0,Katelyn Le,N,2,4042
24,65000,1.0,Melissa Young,N,2,4043
23,65000,1.0,Daisy Anderson,N,4,4044
25,65499,9.0,Nathan Rogers,N,4,4045
23,40000,5.0,Michelle Castro,N,2,4046
23,61000,2.0,Gabrielle Fowler,Y,4,4047
24,67200,5.0,Mary Ryan,Y,2,4048
23,67450,8.0,Deborah Page,N,3,4049
22,40000,5.0,Stacy Randolph,N,2,4050
25,68000,0.0,Joshua Harrison,N,2,4051
22,63000,6.0,Hunter Maxwell,N,2,4052
23,69360,5.0,Dylan Martinez,N,3,4053
23,63996,2.0,Rebecca Holder,Y,2,4054
21,70000,5.0,Mary Diaz,N,2,4055
26,70000,4.0,Thomas Schultz,N,4,4056
24,70000,8.0,Jeffrey Silva,Y,4,4057
23,40000,0.0,Justin Alvarez,N,4,4058
26,70000,4.0,Jeffrey Thomas,Y,4,4059
26,70000,5.0,Nathan Mcdonald,N,4,4060
23,34000,3.0,Toni Rogers,N,4,4061
25,40000,9.0,Steven Williamson,N,2,4062
24,72000,4.0,Jason Bradley,N,3,4063
25,75000,4.0,Jennifer Santana,N,2,4064
22,40000,6.0,Tracy Harvey,N,2,4065
22,34000,6.0,Michael Castro,N,2,4066
25,40000,7.0,Michael Frank,N,2,4067
23,40000,7.0,Edwin Thomas,N,4,4068
24,40000,1.0,Wendy Scott,N,4,4069
23,40000,4.0,Lindsey Collins,N,2,4070
22,77250,3.0,Jennifer Barnett,N,3,4071
22,78972,5.0,Robin Waters,Y,2,4072
24,40000,6.0,Katherine Garcia,N,3,4073
25,80000,2.0,Thomas Butler,N,3,4074
22,40000,2.0,Jacob Edwards,N,3,4075
23,80000,3.0,Samuel Miller,Y,4,4076
22,80000,6.0,Lauren Byrd,N,4,4077
22,40000,3.0,Michelle Ward,N,4,4078
24,81996,1.0,Lori Page,N,4,4079
26,82000,2.0,Patty Schneider,N,2,4080
26,34000,5.0,Jon Rodriguez,N,3,4081
23,92000,2.0,Joe Coleman,N,2,4082
24,93000,8.0,Ashley Huynh,N,2,4083
24,95000,0.0,Theresa Potts,N,4,4084
23,95000,7.0,Charles Rodriguez,N,3,4085
23,40000,1.0,Chase Taylor,N,4,4086
24,40000,3.0,Katherine Gomez,N,4,4087
26,98000,3.0,Roger Ward,N,2,4088
22,40000,6.0,Todd Gibson,N,3,4089
23,88000,4.0,David Stevenson,N,4,4090
24,40000,8.0,Thomas Gibson,N,3,4091
22,40000,3.0,Benjamin Gallagher,N,2,4092
21,40000,0.0,Dawn Hays,N,2,4093
26,34000,3.0,Crystal Rivers,N,3,4094
26,130000,0.0,Lori Camacho,N,3,4095
24,118068,0.0,Russell Willis,N,3,4096
26,131000,10.0,Christopher Rasmussen,Y,3,4097
21,40000,5.0,Samantha Washington,N,2,4098
26,158000,0.0,Phyllis Hill,N,3,4099
24,15000,8.0,Robin Wilkinson,Y,2,4100
24,16000,2.0,Logan Stewart,N,4,4101
21,19000,2.0,Ricky Whitehead,Y,2,4102
23,21000,3.0,Kelsey Morales,N,3,4103
24,40000,6.0,Miguel Lowe,N,3,4104
23,21600,0.0,Carolyn Sharp,N,4,4105
22,22560,3.0,Margaret Olson,Y,4,4106
23,40000,7.0,Randy White,N,2,4107
23,23520,8.0,Brandy Bautista,N,3,4108
25,24996,1.0,Michele Riddle,Y,2,4109
24,26000,0.0,Marvin Hart,N,2,4110
22,28080,0.0,Kathy Johnson,N,4,4111
25,40000,9.0,Anthony Neal,N,4,4112
26,29000,10.0,Judy Allison,N,3,4113
26,30000,3.0,Ashley Wolfe,N,4,4114
26,30000,1.0,Frederick Acevedo,N,3,4115
25,30000,3.0,Samantha Fields,N,3,4116
25,12000,3.0,Janet Scott,Y,4,4117
23,40000,0.0,James Wu,N,4,4118
22,22000,6.0,Roger Hernandez,N,3,4119
23,40000,0.0,Martin Vincent,N,2,4120
22,30000,0.0,Jared Wagner,N,4,4121
23,40000,7.0,Jim Jones,N,4,4122
23,40000,3.0,Lori Yang,N,4,4123
26,40000,3.0,Linda Schneider,N,3,4124
25,40000,0.0,Jeremy Petty,N,3,4125
24,14400,0.0,Bradley Mann,N,2,4126
23,40000,7.0,Christopher Rocha,N,4,4127
26,40000,6.0,Matthew Greer,N,2,4128
26,15000,0.0,Megan Hunter,N,4,4129
24,16800,0.0,Jesse Moore,N,2,4130
24,22044,3.0,John Leonard,Y,3,4131
26,24480,0.0,Allen Johnson,N,4,4132
23,50000,5.0,Deanna Grant,N,2,4133
22,14400,0.0,Peggy Rodriguez,N,4,4134
22,19200,6.0,Dawn Johnson,N,2,4135
21,20000,3.0,Michael Vazquez,N,4,4136
24,25000,0.0,John Hardy,N,3,4137
21,40000,5.0,Cheryl Jackson,Y,4,4138
22,32496,5.0,Cynthia Barrett,N,4,4139
23,40000,3.0,Cody Sims,N,3,4140
23,40000,7.0,Lindsey Walker,N,2,4141
26,40000,5.0,Stacey Garcia,N,2,4142
22,34000,6.0,Danielle Carpenter,Y,2,4143
23,38000,5.0,Audrey Burton,N,2,4144
23,43000,7.0,Sophia Jackson,N,4,4145
22,40000,6.0,Jill Kirby,Y,2,4146
24,49000,8.0,April Carter,Y,3,4147
22,60000,0.0,Adrian Williams,Y,3,4148
24,72000,6.0,Rebecca Murillo,N,4,4149
24,80000,7.0,Stephanie Hall,Y,2,4150
23,40000,7.0,Derek Thompson,N,3,4151
26,95459,10.0,Garrett Harris,N,4,4152
24,33600,5.0,Patricia Barker,N,4,4153
24,42200,5.0,Edwin Taylor,N,4,4154
22,40000,5.0,Amber Aguilar,N,2,4155
22,40000,7.0,Mary Baird,N,3,4156
22,14400,0.0,Matthew Peterson,N,4,4157
25,40000,2.0,Holly Hart,N,3,4158
25,40000,9.0,Shawn Alexander,N,3,4159
24,40000,3.0,Vincent Peterson,N,2,4160
23,15600,1.0,Caitlin Coleman,N,4,4161
25,15600,3.0,Carrie Johnson,N,3,4162
22,40000,3.0,Dawn Nguyen,N,3,4163
24,40000,6.0,Jack Park,N,4,4164
25,17600,0.0,Alan Romero,N,2,4165
25,40000,0.0,Thomas Bowen,N,2,4166
23,18000,0.0,Victoria Weber,N,4,4167
24,40000,5.0,Cynthia Ortega,N,2,4168
24,40000,5.0,Christopher Poole,N,4,4169
23,40000,6.0,Renee Lin,N,4,4170
23,40000,2.0,Jordan Harrison,N,4,4171
21,18000,2.0,Danielle Lopez,N,2,4172
24,40000,2.0,Helen Mcmahon,N,2,4173
23,18000,0.0,Joseph Irwin,N,3,4174
24,18200,8.0,Christina Kemp,N,2,4175
24,40000,6.0,Chase Cohen,N,4,4176
25,18204,0.0,Kathleen Cox,N,2,4177
26,40000,0.0,Christina Newman,N,2,4178
21,20000,5.0,Jesus Henson,N,2,4179
24,40000,9.0,Ellen Hale,N,4,4180
21,20004,4.0,Lori Pruitt,N,2,4181
21,20400,2.0,Ricardo Anderson,N,2,4182
25,21000,0.0,Matthew Rivera,N,4,4183
25,21000,2.0,Ronald Reyes,Y,4,4184
22,40000,7.0,Tammy Jones,N,4,4185
23,21600,1.0,Jaime Reyes,N,2,4186
23,23421,3.0,Bobby Vasquez,Y,3,4187
23,34000,0.0,Linda Taylor,N,2,4188
23,40000,6.0,Marie Taylor,N,2,4189
21,23916,2.0,Andrew Compton,N,4,4190
26,24000,10.0,Joel Jefferson,N,4,4191
24,40000,6.0,Mary Sherman,N,2,4192
26,24000,5.0,Olivia Colon,N,3,4193
22,24000,0.0,Richard Henry,N,2,4194
25,40000,1.0,Jessica Malone,N,2,4195
22,24500,3.0,Sara Wallace,N,2,4196
23,25596,2.0,David Mcmillan,N,4,4197
23,26000,3.0,Brittany Davis,N,2,4198
25,30996,9.0,Jennifer Wells,N,3,4199
24,32000,0.0,Paul Meyer,N,4,4200
23,32400,4.0,Heidi Levy,N,4,4201
22,40000,1.0,Stephanie Knight,N,2,4202
22,33000,2.0,Joseph Gregory,N,3,4203
23,33000,1.0,Stanley Myers,N,4,4204
21,40000,3.0,Daniel Woods,N,4,4205
22,35000,2.0,Robyn Patel,Y,2,4206
23,35000,5.0,Marc Fox,N,2,4207
24,35000,1.0,Tracy Hill,Y,3,4208
22,40000,5.0,Dana Hodges,N,3,4209
23,40000,7.0,Michael Hamilton,N,3,4210
21,36000,0.0,Christopher Perry,N,2,4211
26,40000,5.0,Jennifer Lucas,N,3,4212
26,34000,4.0,James Weeks,N,4,4213
22,36000,5.0,William Guerrero,N,3,4214
24,36000,5.0,Keith Swanson,N,4,4215
22,40000,5.0,Peter Newman,N,3,4216
22,37342,3.0,Brianna Fischer,Y,2,4217
23,40000,2.0,Jason Cook,N,3,4218
24,37500,0.0,Kristin Santos,N,4,4219
24,40000,0.0,Margaret Murray,N,3,4220
22,32000,5.0,David Douglas,N,2,4221
24,38000,8.0,Luis Mcbride,N,2,4222
23,38004,2.0,Leah Choi,N,2,4223
24,34000,1.0,Melissa Mcbride,N,2,4224
24,39000,2.0,Charles Conner,N,4,4225
22,39996,2.0,Zachary Anderson,N,4,4226
22,40000,6.0,Brian Lowe,N,3,4227
26,40000,0.0,Justin Decker,N,2,4228
25,40000,3.0,Brian Bell,N,4,4229
24,40000,8.0,Bobby Stone,N,3,4230
22,40000,6.0,Erica Wiggins,N,4,4231
24,34068,2.0,Victoria Hogan,N,3,4232
23,41000,6.0,Lauren Vazquez,N,4,4233
25,40000,6.0,Andrea Lewis,Y,4,4234
21,36000,1.0,Wayne Kramer,N,2,4235
24,40000,4.0,Robin Morgan,N,2,4236
26,40000,10.0,John Best,N,2,4237
21,42000,4.0,Robert Bond,N,4,4238
22,42000,2.0,Sharon Bell,N,4,4239
21,40000,3.0,Michelle Matthews,N,3,4240
26,42000,3.0,Douglas Fernandez,N,2,4241
25,43500,0.0,Susan Gentry,N,2,4242
25,43738,0.0,Angela Rodriguez,N,3,4243
26,44004,2.0,Jamie Butler,N,3,4244
23,45000,0.0,Melissa Ellis,N,4,4245
21,41000,2.0,Charles Mcfarland,N,3,4246
22,40000,6.0,Marc Graham,N,2,4247
26,48000,10.0,Daniel Guerrero,N,4,4248
23,48500,0.0,Courtney Wood,N,4,4249
22,44000,0.0,Kim Cook,Y,2,4250
22,44000,3.0,Michelle Myers,N,3,4251
21,40000,3.0,Randy Rodriguez,N,4,4252
24,40000,6.0,Michelle Singleton,N,3,4253
23,52800,3.0,Rebecca Garza,N,4,4254
24,54100,5.0,Vincent Martin,N,4,4255
26,40000,0.0,Daniel Nelson,N,4,4256
22,48300,0.0,Tammy Klein,N,2,4257
22,34000,4.0,Toni Henry,N,2,4258
26,54396,10.0,George Ross,N,3,4259
23,40000,1.0,Rhonda Benson,N,3,4260
24,40000,4.0,Tina Hernandez,N,2,4261
24,55000,2.0,Michael Ross,N,2,4262
23,55000,4.0,Alejandro Davis,N,3,4263
22,55000,4.0,Kimberly Wood,N,4,4264
24,40000,2.0,Justin Martin,Y,2,4265
24,40000,5.0,Natasha Stanley,N,4,4266
26,58947,10.0,Randy Powell,N,2,4267
23,59000,3.0,Janet Perkins,Y,3,4268
25,40000,0.0,Edward Moore,N,4,4269
23,54000,5.0,John Wilson,N,2,4270
23,54000,7.0,Robert Fisher,N,2,4271
23,62000,7.0,Bobby Wilson,N,2,4272
22,40000,2.0,Micheal Evans,N,3,4273
25,60000,9.0,Erica Jenkins,N,2,4274
23,40000,0.0,Heather Leach,N,3,4275
24,74000,0.0,Latoya Chambers,N,4,4276
25,78996,9.0,Hector Fisher,N,2,4277
25,80000,8.0,Barbara Coleman,N,2,4278
25,82560,6.0,Rhonda Lane,N,3,4279
25,84000,0.0,Cody Boyer,N,2,4280
24,86854,8.0,Jason Coleman,N,4,4281
24,40000,3.0,Jeremy Peterson,N,4,4282
24,40000,8.0,David Bridges,N,2,4283
21,40000,6.0,Patrick Mason,N,3,4284
25,138000,1.0,Jason Raymond,N,3,4285
23,20664,4.0,Sabrina Rivera,Y,3,4286
21,34000,5.0,Sarah Jackson,N,2,4287
22,29976,6.0,Carrie Silva,N,3,4288
23,42000,2.0,Jean Torres,N,4,4289
26,130000,0.0,Kathy Brown,Y,2,4290
21,24000,0.0,Tricia Lynch,Y,2,4291
23,27864,0.0,Robert Potts,N,3,4292
26,40000,5.0,Amanda Parks,N,4,4293
21,28416,6.0,Michael Calhoun,N,2,4294
24,30000,0.0,Michael Fisher,Y,2,4295
22,40000,6.0,Jody Townsend,N,2,4296
23,33000,0.0,Mathew Green,N,3,4297
23,40000,1.0,Felicia Valencia,N,3,4298
25,40000,8.0,Tony Goodman,N,4,4299
23,46500,3.0,Travis Williamson,Y,4,4300
21,40000,5.0,Elizabeth Spears,N,4,4301
25,40000,2.0,Donald Weber,N,3,4302
26,44000,5.0,Brenda Shepard,N,4,4303
21,51996,5.0,Roberto Kennedy,N,2,4304
21,40000,5.0,Laura May,N,3,4305
23,52000,5.0,Tiffany Parker,N,2,4306
26,52800,3.0,Melissa Baldwin,Y,4,4307
24,40000,8.0,Ronnie Mcguire,N,4,4308
23,40000,3.0,April Gardner,N,2,4309
25,34000,2.0,Amy Horton,Y,3,4310
22,40000,0.0,Anne Cain,Y,2,4311
24,73000,2.0,David Hartman,N,2,4312
24,100000,1.0,Nathan Taylor,N,2,4313
22,40000,0.0,Kathryn Warren,Y,2,4314
24,22392,0.0,Sarah Jenkins,N,4,4315
24,40000,8.0,Michael Wolfe,N,2,4316
24,40000,2.0,Sara Jordan,N,3,4317
21,31970,2.0,Joseph Hurley,N,2,4318
22,48000,2.0,Christina Odom,N,4,4319
24,31776,6.0,Geoffrey Fischer,N,3,4320
25,40000,0.0,Heidi Mata,Y,3,4321
24,40000,1.0,James Allen,N,3,4322
23,41000,7.0,Yvonne West,N,2,4323
26,40000,3.0,Sherry Edwards,N,4,4324
24,45000,2.0,Madeline Blair,N,2,4325
26,19800,0.0,Sara Holt,N,3,4326
26,27600,0.0,Kristin Jacobson,N,2,4327
24,40000,8.0,Charles Osborne,N,3,4328
24,12000,0.0,Sara Walsh,N,4,4329
21,13806,6.0,Kathy Gonzales,Y,3,4330
22,14000,2.0,Carl Baker,N,4,4331
26,14040,1.0,Kim Ramirez,N,2,4332
23,14400,1.0,Zachary Ball,N,2,4333
21,40000,5.0,Christine Brown,N,3,4334
26,15000,0.0,Evan Gonzalez,N,3,4335
25,15600,1.0,Samantha Thornton,N,4,4336
22,16000,0.0,Crystal Strickland,N,3,4337
23,40000,6.0,Christian Robertson,N,3,4338
22,20400,1.0,Emily Henry,N,2,4339
25,20400,3.0,Joseph Crawford,Y,4,4340
24,40000,2.0,Christopher Suarez,N,3,4341
22,21000,4.0,Joshua Hoffman,N,2,4342
25,24000,9.0,Joseph Roy,N,4,4343
24,24000,8.0,Ian Bell,N,3,4344
21,26400,5.0,Joseph Kelly,N,3,4345
24,34000,3.0,Regina Boyle,Y,2,4346
24,28800,0.0,Cathy Dorsey,Y,4,4347
22,40000,0.0,Maria Fischer,N,4,4348
24,40000,8.0,Zachary Conrad,N,2,4349
23,40000,1.0,Tiffany Mendoza,N,3,4350
22,13440,1.0,Shelley Blake,N,4,4351
21,15000,6.0,Aaron Parrish,N,3,4352
24,15000,3.0,Brandi Chavez,N,3,4353
21,15996,3.0,Nathan Ortega,Y,3,4354
22,19800,0.0,Samuel Smith,N,2,4355
26,20000,0.0,Nathan Robertson,N,2,4356
24,20000,5.0,Danielle Wilkins,N,4,4357
24,40000,3.0,Crystal George,N,3,4358
22,40000,6.0,Brad Cuevas,N,3,4359
23,20400,0.0,Adam Ali,N,2,4360
26,40000,6.0,Hannah Lyons,Y,4,4361
23,40000,7.0,Nicholas Gamble,N,3,4362
22,21000,5.0,Connie Davis,N,3,4363
26,21000,0.0,Joseph Daniel,N,4,4364
22,21600,0.0,Chris Blackwell,N,3,4365
21,22000,1.0,Michelle Rose,N,2,4366
26,40000,3.0,Elizabeth George,N,4,4367
21,34000,3.0,Michelle Reed,Y,2,4368
23,23136,0.0,Diana Leon,N,2,4369
22,23448,0.0,Dustin Blake,N,3,4370
22,40000,6.0,Doris Thompson,Y,3,4371
22,24000,6.0,Shane Howard,N,2,4372
26,24000,0.0,Walter Riddle,N,3,4373
22,24500,3.0,Paul Mccarthy,N,2,4374
25,26000,1.0,Angel Walters,N,4,4375
22,26004,5.0,Joseph Fowler,N,4,4376
24,26085,2.0,Brandon Wilkins,Y,3,4377
23,26400,0.0,David Jennings,N,4,4378
21,27000,0.0,Angela Miller,N,4,4379
21,27000,1.0,Morgan Collins,N,2,4380
22,40000,1.0,Jennifer Kennedy,Y,3,4381
21,27700,5.0,Nathan Silva,N,4,4382
26,27880,1.0,Kyle Woodard,N,4,4383
22,29000,6.0,Kathryn Richards,Y,4,4384
